1	52266
10	9775
100	539
1000	7
1002	11
1004	12
1006	13
1008	8
1011	16
1013	6
10141	1
1015	6
1017	8
1019	9
102	487
1020	8
1022	9
10220	1
1024	8
1026	13
10273	1
1028	10
1031	11
1033	7
1035	7
1037	14
1039	8
104	498
1040	5
1042	10
1044	12
1046	11
1048	9
10497	1
1051	8
1053	12
1055	13
1057	6
1059	11
106	456
1060	11
1062	12
1064	7
1066	13
10668	1
1068	8
1071	9
10716	1
1073	10
1075	9
1077	3
1079	10
108	429
1080	9
1082	9
1084	6
1086	5
1088	12
1091	7
1093	7
1095	5
1097	12
1099	10
1101	9
11016	1
1103	5
1105	5
1107	2
1109	8
111	388
1110	12
1112	7
1114	7
1116	7
1118	5
1121	6
1123	9
1125	9
11256	1
1127	5
1129	5
113	450
1130	12
1132	11
1134	9
1136	6
1138	4
1141	9
1143	4
1145	7
1147	7
1149	2
11492	1
115	435
1150	7
1152	7
11535	1
1154	2
1156	8
1158	8
1161	6
1163	10
1165	1
1167	10
1169	4
117	408
1170	11
1172	13
1174	7
1176	13
1178	9
1181	11
1183	7
1185	9
1187	8
1189	5
119	394
1190	6
1192	4
1194	4
1196	7
1198	9
12	8052
120	386
1200	12
1202	5
1204	5
1206	7
12077	1
1208	10
1211	6
1213	7
1215	5
1217	4
1219	6
122	402
1220	5
1222	5
1224	9
1226	4
1228	7
1231	8
1233	3
1235	6
1237	9
1239	3
124	369
1240	8
1242	3
1244	5
12453	1
1246	4
1248	7
1251	3
1253	7
1255	7
1257	6
1259	7
126	353
1260	9
1262	6
1264	7
1266	9
1268	8
1271	12
1273	5
1275	7
12750	1
1277	5
1279	9
12794	1
128	361
1280	3
1282	7
1284	7
1286	2
1288	6
1291	4
1293	7
1295	8
1297	4
1299	3
1301	3
1303	1
1305	3
1307	7
1309	5
131	322
1310	8
1312	3
1314	6
1316	6
1318	6
1321	5
1323	5
1325	7
1327	3
1329	5
133	349
1330	9
1332	5
1334	10
1336	4
1338	5
1341	12
1343	5
1345	3
1347	5
1349	11
135	332
1350	5
1352	7
1354	7
1356	4
1358	5
1361	9
1363	5
1365	4
1367	3
1369	1
137	309
1370	9
1372	7
1374	7
1376	4
1378	6
1381	2
1383	5
1385	3
1387	7
1389	7
139	292
1390	4
1392	5
1394	4
1396	7
1398	1
14	6775
140	343
1400	5
1402	6
1404	5
1406	3
1408	5
1411	8
1413	2
1415	7
1417	4
1419	7
142	279
1420	7
1422	3
1424	3
1426	7
1428	8
1431	3
1433	5
1435	5
1439	5
144	294
1440	6
1442	3
1444	2
1446	2
1448	5
1451	7
1453	4
14541	1
1455	5
1457	5
1459	6
146	285
1460	2
1462	5
1464	6
1466	3
1468	2
1471	2
1473	3
1475	4
1477	3
14774	1
1479	5
148	285
1480	5
1482	10
1484	1
1486	6
1488	10
1491	6
1493	6
1495	7
1499	1
1501	3
1503	3
1505	3
1507	3
1509	3
151	279
1510	4
1512	9
1514	5
1516	3
1518	5
1521	4
1523	5
1525	6
1527	3
1529	4
153	277
1530	4
1532	7
1534	1
1536	7
1541	8
1543	4
1545	3
1547	6
1549	1
155	301
1550	4
1552	5
1554	6
1556	3
1558	4
1561	7
1563	2
1565	3
1567	2
1569	1
157	227
1570	3
1572	3
1574	2
1576	4
1578	5
1581	6
1583	1
1585	2
1587	4
1589	6
159	273
1590	4
1592	2
1594	3
1596	1
1598	5
16	5724
160	233
1600	2
1602	4
1604	3
1606	1
1608	2
1611	2
1613	3
1615	5
1617	2
1619	4
162	230
1620	1
1622	3
1624	2
1628	3
1631	5
1633	2
1635	4
1637	2
1639	1
164	222
1640	3
1642	6
1644	2
1646	6
1648	3
1651	2
1653	2
1655	1
1657	5
1659	5
166	233
1660	6
1662	1
1664	6
1666	2
1668	4
1671	4
1673	1
1675	3
1677	1
1679	3
168	221
1680	2
1682	2
1684	5
1686	4
1688	4
1691	2
1693	4
1695	1
1697	5
1699	3
16990	1
1701	5
1703	2
1705	2
1707	2
1709	3
171	229
1710	2
1712	2
1714	3
1716	1
1718	4
1721	3
1723	3
1725	2
1727	1
1729	3
173	186
1730	4
1732	4
1734	2
1736	2
1738	1
1741	3
1743	1
1745	2
1747	2
1749	3
175	223
1750	1
1752	1
1754	4
1756	3
1758	2
1761	3
1763	3
1765	2
1769	3
177	209
1770	3
1772	1
1774	4
1776	2
1778	4
1781	4
1783	2
1785	2
1787	1
1789	2
179	193
1790	4
1794	2
1796	2
1798	1
18	5061
180	200
1800	1
1802	3
1806	4
1808	1
1811	2
1813	1
18149	1
1815	1
1817	4
1819	2
182	173
1820	1
1822	4
1824	1
1826	3
1828	1
1831	3
1833	3
1835	1
1837	2
1839	3
184	200
1840	2
1842	2
1844	1
1846	2
1848	2
1851	3
1853	8
1855	3
1857	3
1859	4
186	173
1860	2
1862	2
1864	2
1866	4
1868	5
1871	1
1873	2
1875	3
1877	3
1879	2
188	196
1880	1
1882	3
1884	4
1886	3
1888	3
1893	4
1895	3
1897	2
1899	2
1903	1
1905	2
1907	2
1909	3
191	186
1912	3
1914	4
1916	3
1918	1
1923	5
1925	1
1927	2
19287	1
1929	2
193	185
1930	1
1932	2
1934	1
1936	3
1938	3
1941	2
1943	1
1945	4
1947	1
195	191
1950	1
1954	3
1958	3
1961	1
1965	3
1967	2
1969	3
197	161
1970	2
1972	3
1974	2
1976	4
1978	5
1983	4
1985	2
1987	3
199	160
1990	1
1994	2
1996	2
1998	1
2001	3
2003	2
2005	3
2007	5
2009	5
201	149
2012	3
2014	2
2016	4
2018	2
2021	3
2023	3
2025	2
2027	4
2029	2
203	147
2034	2
2038	1
2041	1
2043	7
2045	2
2047	1
2049	1
205	149
2050	2
2052	1
2054	2
2056	2
2058	1
2061	1
2063	1
2065	2
2067	2
2069	2
207	154
2070	2
2072	3
2074	2
2076	2
2078	4
2081	2
2083	2
2085	2
2087	1
2089	3
209	156
2090	2
2092	4
2094	2
2098	1
21	4169
210	136
2100	3
2102	3
2104	2
2106	1
2108	1
2111	1
2113	2
2115	1
2117	1
2119	2
212	185
2120	1
2124	1
2126	1
2128	1
21307	1
2131	3
2133	4
2135	2
2137	2
2139	2
214	166
2140	2
2142	2
2144	3
2146	2
2151	1
2153	4
2155	3
2157	6
2159	3
216	136
2160	2
2162	2
2164	1
2166	1
2168	6
2171	2
2175	3
2177	2
218	134
2180	2
2182	4
2184	2
2186	2
2188	1
2191	1
2193	3
2195	2
2197	2
2199	1
2201	2
2203	1
2205	2
2207	1
221	148
2210	1
2212	1
2214	2
2216	1
2218	1
2223	3
2225	3
2227	2
2229	2
223	120
2230	2
2234	3
2238	1
2241	2
2245	1
2247	2
225	155
2250	1
2252	2
2254	2
2256	2
2258	1
2263	3
2265	2
2269	1
227	143
2270	4
2272	1
2274	1
2276	1
2278	1
2281	1
2287	3
2289	1
229	107
2290	2
2292	1
2294	2
2298	1
23	3848
230	126
2302	1
2306	1
2308	5
2311	1
2315	2
2317	2
2319	2
232	127
2324	1
2331	2
2333	2
2335	1
2337	1
2339	3
234	139
2340	3
2342	1
2344	4
2348	3
2351	3
2353	2
2355	1
2359	3
236	145
2360	4
2362	1
2368	1
2371	1
2373	3
2375	2
2377	1
2379	1
238	122
2380	4
2382	1
2384	4
2388	1
2393	4
23941	1
2397	1
2401	1
2403	2
2407	1
241	141
2410	3
2412	1
2414	3
2416	3
2418	1
2423	2
2425	2
243	114
2430	2
2432	2
2434	2
2436	2
2441	1
2449	1
245	117
2450	2
2452	1
2454	2
2456	1
2458	4
2463	2
2465	4
2469	1
247	107
2474	1
2478	2
2483	1
2487	2
249	97
2490	1
2492	2
2494	2
2496	3
2498	1
25	3471
250	105
2500	2
2502	1
2504	2
2506	3
2513	2
2517	2
252	106
2520	1
2522	2
2528	3
2531	2
2533	2
254	99
2542	1
2544	1
2546	1
2548	1
2551	2
2555	1
2557	1
2559	1
256	106
2562	1
2566	1
2568	3
2573	2
2575	4
2577	2
2579	1
258	123
2580	1
2582	1
2584	2
2588	1
2591	2
2593	1
2595	2
2601	1
2603	1
2605	2
261	103
2610	1
2612	1
2616	2
2623	1
2629	2
263	99
2630	2
2636	3
2643	1
2647	1
2649	1
265	90
2650	1
2656	1
2658	2
2661	1
2665	3
2669	1
267	93
2670	1
2674	1
2678	2
2681	1
2683	2
2685	1
269	106
2690	2
2694	2
2696	2
2698	1
27	3126
270	91
2708	1
2711	1
2713	3
2715	1
2717	1
2719	1
272	99
2720	1
2722	3
2724	1
2728	1
2733	3
2735	2
2737	1
2739	1
274	90
2740	2
2744	1
2748	1
2753	3
2757	3
2759	1
276	97
2760	4
2762	1
2771	1
2773	1
2777	2
2779	2
278	107
2780	2
2782	1
2784	1
2793	3
2795	1
2803	3
2807	1
2809	2
281	81
2810	1
2814	1
